INSERT INTO `hnk` (`ID`,`helyseg`, `jogallas`, `megye`, `jaras`, `terulet`, `nepesseg`, `lakas`) VALUES
('288', 'Besenyõtelek', 'község', 'Heves', 'Füzesabonyi', '4910', '2519', '1089'),
('289', 'Besenyszög', 'város', 'Jász-Nagykun-Szolnok', 'Szolnoki', '13808', '3199', '1414'),
('290', 'Besnyõ', 'község', 'Fejér', 'Dunaújvárosi', '4464', '1844', '700'),
('291', 'Beszterec', 'község', 'Szabolcs-Szatmár-Bereg', 'Kemecsei', '1159', '899', '371'),
('292', 'Bezedek', 'község', 'Baranya', 'Mohácsi', '1136', '176', '104'),
('293', 'Bezenye', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '3003', '1407', '583'),
('294', 'Bezeréd', 'község', 'Zala', 'Zalaegerszegi', '1214', '143', '148'),
('295', 'Bezi', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '1121', '495', '203'),
('296', 'Biatorbágy', 'város', 'Pest', 'Budakeszi', '4412', '15187', '5251'),
('297', 'Bicsérd', 'község', 'Baranya', 'Szentlõrinci', '1975', '1002', '371'),
('298', 'Bicske', 'város', 'Fejér', 'Bicskei', '7708', '11218', '4184'),
('299', 'Bihardancsháza', 'község', 'Hajdú-Bihar', 'Püspökladányi', '831', '164', '100'),
('300', 'Biharkeresztes', 'város', 'Hajdú-Bihar', 'Berettyóújfalui', '4926', '4406', '1641'),
('301', 'Biharnagybajom', 'község', 'Hajdú-Bihar', 'Püspökladányi', '6135', '2479', '1104'),
('302', 'Bihartorda', 'község', 'Hajdú-Bihar', 'Püspökladányi', '2238', '907', '405'),
('303', 'Biharugra', 'község', 'Békés', 'Sarkadi', '5284', '817', '555'),
('304', 'Bikács', 'község', 'Tolna', 'Paksi', '3467', '406', '204'),
('305', 'Bikal', 'község', 'Baranya', 'Komlói', '1703', '698', '325'),
('306', 'Biri', 'község', 'Szabolcs-Szatmár-Bereg', 'Nagykállói', '2259', '1381', '510'),
('307', 'Birján', 'község', 'Baranya', 'Pécsi', '907', '541', '206'),
('308', 'Bisse', 'község', 'Baranya', 'Siklósi', '1380', '212', '112'),
('309', 'Boba', 'község', 'Vas', 'Celldömölki', '1095', '739', '326'),
('310', 'Bocfölde', 'község', 'Zala', 'Zalaegerszegi', '868', '1188', '427'),
('311', 'Boconád', 'község', 'Heves', 'Hevesi', '2956', '1280', '639'),
('312', 'Bócsa', 'község', 'Bács-Kiskun', 'Kiskõrösi', '9704', '1803', '877'),
('313', 'Bocska', 'község', 'Zala', 'Nagykanizsai', '738', '264', '135'),
('314', 'Bocskaikert', 'község', 'Hajdú-Bihar', 'Hajdúhadházi', '1089', '4112', '1402'),
('315', 'Boda', 'község', 'Baranya', 'Szentlõrinci', '1542', '370', '173'),
('316', 'Bodajk', 'város', 'Fejér', 'Móri', '2898', '3873', '1552'),
('317', 'Bodmér', 'község', 'Fejér', 'Bicskei', '717', '257', '109'),
('318', 'Bodolyabér', 'község', 'Baranya', 'Komlói', '909', '207', '121'),
('319', 'Bodonhely', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '1110', '344', '169'),
('320', 'Bodony', 'község', 'Heves', 'Pétervásárai', '2896', '737', '447'),
('321', 'Bodorfa', 'község', 'Veszprém', 'Sümegi', '222', '70', '55'),
('322', 'Bodrog', 'község', 'Somogy', 'Kaposvári', '1478', '333', '186'),
('323', 'Bodroghalom', 'község', 'Borsod-Abaúj-Zemplén', 'Cigándi', '2686', '1213', '526'),
('324', 'Bodrogkeresztúr', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '2988', '934', '544'),
('325', 'Bodrogkisfalud', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '1467', '864', '430'),
('326', 'Bodrogolaszi', 'község', 'Borsod-Abaúj-Zemplén', 'Sárospataki', '2061', '826', '388'),
('327', 'Bódvalenke', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '663', '297', '60'),
('328', 'Bódvarákó', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '922', '92', '79'),
('329', 'Bódvaszilas', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1922', '996', '470'),
('330', 'Bogács', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '2469', '1886', '974'),
('331', 'Bogád', 'község', 'Baranya', 'Pécsi', '784', '1030', '398'),
('332', 'Bogádmindszent', 'község', 'Baranya', 'Sellyei', '1158', '405', '138'),
('333', 'Bogdása', 'község', 'Baranya', 'Sellyei', '2099', '229', '123'),
('334', 'Bogyiszló', 'község', 'Tolna', 'Tolnai', '5593', '1974', '913'),
('335', 'Bogyoszló', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '2622', '636', '314'),
('336', 'Bojt', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '2688', '561', '205'),
('337', 'Bókaháza', 'község', 'Zala', 'Keszthelyi', '670', '249', '144'),
('338', 'Bokod', 'község', 'Komárom-Esztergom', 'Oroszlányi', '2993', '2106', '809'),
('339', 'Bokor', 'község', 'Nógrád', 'Pásztói', '675', '94', '68'),
('340', 'Boldog', 'község', 'Heves', 'Hatvani', '2674', '2963', '1173'),
('341', 'Boldogasszonyfa', 'község', 'Baranya', 'Szigetvári', '1722', '363', '210'),
('342', 'Boldogkõújfalu', 'község', 'Borsod-Abaúj-Zemplén', 'Gönci', '1098', '632', '207'),
('343', 'Boldogkõváralja', 'község', 'Borsod-Abaúj-Zemplén', 'Gönci', '2199', '1069', '419'),
('344', 'Boldva', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '2834', '2225', '791'),
('345', 'Bolhás', 'község', 'Somogy', 'Nagyatádi', '3143', '388', '184'),
('346', 'Bolhó', 'község', 'Somogy', 'Barcsi', '2507', '699', '392'),
('347', 'Bóly', 'város', 'Baranya', 'Bólyi', '2544', '3819', '1533'),
('348', 'Boncodfölde', 'község', 'Zala', 'Zalaegerszegi', '590', '380', '135'),
('349', 'Bonyhád', 'város', 'Tolna', 'Bonyhádi', '7214', '12186', '5608'),
('350', 'Bonyhádvarasd', 'község', 'Tolna', 'Bonyhádi', '1045', '409', '159'),
('351', 'Bonnya', 'község', 'Somogy', 'Tabi', '1462', '213', '141'),
('352', 'Bordány', 'nagyközség', 'Csongrád-Csanád', 'Mórahalmi', '3648', '3344', '1513'),
('353', 'Borgáta', 'község', 'Vas', 'Celldömölki', '621', '192', '105'),
('354', 'Borjád', 'község', 'Baranya', 'Bólyi', '1559', '379', '153'),
('355', 'Borota', 'község', 'Bács-Kiskun', 'Jánoshalmai', '8180', '1220', '765'),
('356', 'Borsfa', 'község', 'Zala', 'Letenyei', '1183', '646', '292'),
('357', 'Borsodbóta', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '813', '788', '344'),
('358', 'Borsodgeszt', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1506', '242', '176'),
('359', 'Borsodivánka', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1589', '683', '250'),
('360', 'Borsodnádasd', 'város', 'Borsod-Abaúj-Zemplén', 'Ózdi', '2807', '2977', '1346'),
('361', 'Borsodszentgyörgy', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '2152', '1134', '484'),
('362', 'Borsodszirák', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1101', '1120', '386'),
('363', 'Borsosberény', 'község', 'Nógrád', 'Rétsági', '2026', '944', '389'),
('364', 'Borszörcsök', 'község', 'Veszprém', 'Devecseri', '1180', '345', '159'),
('365', 'Borzavár', 'község', 'Veszprém', 'Zirci', '1300', '730', '335'),
('366', 'Bosta', 'község', 'Baranya', 'Pécsi', '595', '133', '52'),
('367', 'Botpalád', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1650', '812', '235'),
('368', 'Botykapeterd', 'község', 'Baranya', 'Szigetvári', '1743', '324', '129'),
('369', 'Bozzai', 'község', 'Vas', 'Szombathelyi', '443', '297', '121'),
('370', 'Bozsok', 'község', 'Vas', 'Kõszegi', '2091', '374', '152'),
('371', 'Bózsva', 'község', 'Borsod-Abaúj-Zemplén', 'Sátoraljaújhelyi', '1639', '172', '117'),
('372', 'Bõ', 'község', 'Vas', 'Sárvári', '1065', '802', '321'),
('373', 'Bõcs', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '2432', '2566', '948'),
('374', 'Böde', 'község', 'Zala', 'Zalaegerszegi', '917', '271', '122'),
('375', 'Bödeháza', 'község', 'Zala', 'Lenti', '667', '32', '57'),
('376', 'Bögöt', 'község', 'Vas', 'Sárvári', '499', '385', '168'),
('377', 'Bögöte', 'község', 'Vas', 'Sárvári', '2074', '275', '162'),
('378', 'Böhönye', 'község', 'Somogy', 'Marcali', '6417', '2142', '951'),
('379', 'Bököny', 'község', 'Szabolcs-Szatmár-Bereg', 'Nagykállói', '3547', '2877', '1209'),
('380', 'Bölcske', 'község', 'Tolna', 'Paksi', '5878', '2645', '1269'),
('381', 'Bõny', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '5042', '2157', '807'),
('382', 'Börcs', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '1276', '1379', '491'),
('383', 'Börzönce', 'község', 'Zala', 'Nagykanizsai', '560', '58', '35'),
('384', 'Bõsárkány', 'nagyközség', 'Gyõr-Moson-Sopron', 'Csornai', '2332', '2174', '812'),
('385', 'Bõszénfa', 'község', 'Somogy', 'Kaposvári', '4295', '489', '193'),
('386', 'Bucsa', 'község', 'Békés', 'Szeghalmi', '5582', '2123', '963'),
('387', 'Bucsu', 'község', 'Vas', 'Szombathelyi', '1654', '581', '217'),
('388', 'Búcsúszentlászló', 'község', 'Zala', 'Zalaegerszegi', '154', '731', '295'),
('389', 'Bucsuta', 'község', 'Zala', 'Letenyei', '1618', '197', '109'),
('390', 'Budajenõ', 'község', 'Pest', 'Budakeszi', '1242', '2264', '713'),
('391', 'Budakalász', 'város', 'Pest', 'Szentendrei', '1517', '11933', '4402'),
('392', 'Budakeszi', 'város', 'Pest', 'Budakeszi', '3710', '15466', '5774'),
('393', 'Budaörs', 'város', 'Pest', 'Budakeszi', '2359', '28864', '11384'),
('394', 'Budapest', 'fõváros ', '', '', '52513', '1706851', '937543'),
('395', 'Budapest 01. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 01. ker.', '341', '24277', '17152'),
('396', 'Budapest 02. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 02. ker.', '3634', '87029', '49216'),
('397', 'Budapest 03. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 03. ker.', '3970', '128827', '64352'),
('398', 'Budapest 04. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 04. ker.', '1882', '96963', '48593'),
('399', 'Budapest 05. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 05. ker.', '259', '24845', '19949'),
('400', 'Budapest 06. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 06. ker.', '238', '37586', '28409'),
('401', 'Budapest 07. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 07. ker.', '209', '49652', '37217'),
('402', 'Budapest 08. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 08. ker.', '685', '73675', '47043'),
('403', 'Budapest 09. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 09. ker.', '1253', '59244', '42744'),
('404', 'Budapest 10. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 10. ker.', '3249', '76915', '39923'),
('405', 'Budapest 11. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 11. ker.', '3349', '143111', '83477'),
('406', 'Budapest 12. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 12. ker.', '2667', '55296', '33844'),
('407', 'Budapest 13. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 13. ker.', '1344', '120669', '78640'),
('408', 'Budapest 14. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 14. ker.', '1813', '121142', '73958'),
('409', 'Budapest 15. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 15. ker.', '2694', '77037', '37561'),
('410', 'Budapest 16. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 16. ker.', '3351', '74094', '32125'),
('411', 'Budapest 17. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 17. ker.', '5482', '86034', '34101'),
('412', 'Budapest 18. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 18. ker.', '3860', '100810', '44608'),
('413', 'Budapest 19. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 19. ker.', '938', '56997', '27509'),
('414', 'Budapest 20. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 20. ker.', '1219', '61872', '31353'),
('415', 'Budapest 21. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 21. ker.', '2575', '72476', '33440'),
('416', 'Budapest 22. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 22. ker.', '3425', '56034', '23388'),
('417', 'Budapest 23. ker.', 'fõvárosi kerület', 'fõváros', 'Budapest 23. ker.', '4076', '22266', '8941'),
('418', 'Bugac', 'nagyközség', 'Bács-Kiskun', 'Kiskunfélegyházi', '13111', '2602', '1409'),
('419', 'Bugacpusztaháza', 'község', 'Bács-Kiskun', 'Kiskunfélegyházi', '4300', '265', '141'),
('420', 'Bugyi', 'nagyközség', 'Pest', 'Dabasi', '11537', '5183', '2113'),
('421', 'Buj', 'község', 'Szabolcs-Szatmár-Bereg', 'Ibrányi', '3276', '2241', '964'),
('422', 'Buják', 'község', 'Nógrád', 'Pásztói', '5304', '2096', '909'),
('423', 'Buzsák', 'község', 'Somogy', 'Fonyódi', '5968', '1316', '655'),
('424', 'Bük', 'város', 'Vas', 'Kõszegi', '2086', '3765', '1454'),
('425', 'Bükkábrány', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1802', '1645', '696'),
('426', 'Bükkaranyos', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '2620', '1481', '544'),
('427', 'Bükkmogyorósd', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '990', '120', '102'),
('428', 'Bükkösd', 'község', 'Baranya', 'Szentlõrinci', '3015', '1037', '439'),
('429', 'Bükkszék', 'község', 'Heves', 'Pétervásárai', '1530', '693', '422'),
('430', 'Bükkszenterzsébet', 'község', 'Heves', 'Pétervásárai', '2486', '1002', '470'),
('431', 'Bükkszentkereszt', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '2697', '1162', '522'),
('432', 'Bükkszentmárton', 'község', 'Heves', 'Bélapátfalvai', '826', '263', '128'),
('433', 'Bükkzsérc', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '3724', '917', '515'),
('434', 'Bürüs', 'község', 'Baranya', 'Szigetvári', '1630', '41', '39'),
('435', 'Büssü', 'község', 'Somogy', 'Kaposvári', '1719', '336', '153'),
('436', 'Büttös', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '1818', '138', '100'),
('437', 'Cák', 'község', 'Vas', 'Kõszegi', '648', '295', '125'),
('438', 'Cakóháza', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '288', '64', '29'),
('439', 'Cece', 'nagyközség', 'Fejér', 'Sárbogárdi', '5885', '2641', '1127'),
('440', 'Cégénydányád', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1208', '683', '281'),
('441', 'Cegléd', 'város', 'Pest', 'Ceglédi', '24488', '35088', '15891'),
('442', 'Ceglédbercel', 'község', 'Pest', 'Ceglédi', '2815', '4234', '1702'),
('443', 'Celldömölk', 'város', 'Vas', 'Celldömölki', '5239', '10211', '4799'),
('444', 'Cered', 'község', 'Nógrád', 'Salgótarjáni', '3858', '1065', '553'),
('445', 'Chernelházadamonya', 'község', 'Vas', 'Sárvári', '785', '221', '103'),
('446', 'Cibakháza', 'nagyközség', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '3821', '3673', '1951'),
('447', 'Cigánd', 'város', 'Borsod-Abaúj-Zemplén', 'Cigándi', '5676', '2999', '1118'),
('448', 'Cikó', 'község', 'Tolna', 'Bonyhádi', '1986', '831', '344'),
('449', 'Cirák', 'község', 'Gyõr-Moson-Sopron', 'Kapuvári', '1176', '546', '268'),
('450', 'Cún', 'község', 'Baranya', 'Siklósi', '1843', '194', '98'),
('451', 'Csabacsûd', 'nagyközség', 'Békés', 'Szarvasi', '6685', '1597', '833'),
('452', 'Csabaszabadi', 'község', 'Békés', 'Békéscsabai', '3271', '223', '168'),
('453', 'Csabdi', 'község', 'Fejér', 'Bicskei', '1702', '1302', '462'),
('454', 'Csabrendek', 'nagyközség', 'Veszprém', 'Sümegi', '4493', '2944', '1118'),
('455', 'Csáfordjánosfa', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '528', '259', '101'),
('456', 'Csaholc', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1935', '755', '178'),
('457', 'Csajág', 'község', 'Veszprém', 'Balatonalmádi', '2229', '833', '341'),
('458', 'Csákány', 'község', 'Somogy', 'Marcali', '1609', '266', '174'),
('459', 'Csákánydoroszló', 'község', 'Vas', 'Körmendi', '2661', '1724', '610'),
('460', 'Csákberény', 'község', 'Fejér', 'Móri', '4137', '1130', '531'),
('461', 'Csákvár', 'város', 'Fejér', 'Bicskei', '11876', '5615', '2020'),
('462', 'Csanádalberti', 'község', 'Csongrád-Csanád', 'Makói', '1532', '428', '241'),
('463', 'Csanádapáca', 'község', 'Békés', 'Orosházi', '5130', '2349', '1344'),
('464', 'Csanádpalota', 'város', 'Csongrád-Csanád', 'Makói', '7797', '2554', '1552'),
('465', 'Csánig', 'község', 'Vas', 'Sárvári', '819', '351', '181'),
('466', 'Csány', 'község', 'Heves', 'Hatvani', '4789', '2110', '977'),
('467', 'Csányoszró', 'község', 'Baranya', 'Sellyei', '2856', '595', '265'),
('468', 'Csanytelek', 'község', 'Csongrád-Csanád', 'Csongrádi', '3471', '2453', '1329'),
('469', 'Csapi', 'község', 'Zala', 'Nagykanizsai', '1011', '276', '83'),
('470', 'Csapod', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '2917', '658', '287'),
('471', 'Csárdaszállás', 'község', 'Békés', 'Gyomaendrõdi', '5416', '343', '225'),
('472', 'Csarnóta', 'község', 'Baranya', 'Siklósi', '533', '135', '56'),
('473', 'Csaroda', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '2468', '582', '244'),
('474', 'Császár', 'község', 'Komárom-Esztergom', 'Kisbéri', '6781', '1889', '735'),
('475', 'Császártöltés', 'község', 'Bács-Kiskun', 'Kiskõrösi', '8206', '2180', '1066'),
('476', 'Császló', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1018', '322', '152'),
('477', 'Csátalja', 'község', 'Bács-Kiskun', 'Bajai', '3905', '1323', '662'),
('478', 'Csatár', 'község', 'Zala', 'Zalaegerszegi', '779', '579', '207'),
('479', 'Csataszög', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '1121', '265', '131'),
('480', 'Csatka', 'község', 'Komárom-Esztergom', 'Kisbéri', '1777', '219', '169'),
('481', 'Csávoly', 'község', 'Bács-Kiskun', 'Bajai', '4742', '1617', '819'),
('482', 'Csebény', 'község', 'Baranya', 'Szigetvári', '376', '83', '44'),
('483', 'Csécse', 'község', 'Nógrád', 'Pásztói', '2173', '830', '422'),
('484', 'Csegöld', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1935', '635', '263'),
('485', 'Csehbánya', 'község', 'Veszprém', 'Ajkai', '1283', '308', '134'),
('486', 'Csehi', 'község', 'Vas', 'Vasvári', '934', '241', '145'),
('487', 'Csehimindszent', 'község', 'Vas', 'Vasvári', '1543', '332', '176'),
('488', 'Csém', 'község', 'Komárom-Esztergom', 'Komáromi', '628', '386', '167'),
('489', 'Csemõ', 'község', 'Pest', 'Ceglédi', '7944', '4319', '1860'),
('490', 'Csempeszkopács', 'község', 'Vas', 'Szombathelyi', '540', '306', '120'),
('491', 'Csengele', 'község', 'Csongrád-Csanád', 'Kisteleki', '6066', '1832', '970'),
('492', 'Csenger', 'város', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '3616', '4711', '1928'),
('493', 'Csengersima', 'község', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '2380', '778', '303'),
('494', 'Csengerújfalu', 'község', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '2561', '941', '336'),
('495', 'Csengõd', 'község', 'Bács-Kiskun', 'Kiskõrösi', '4889', '1978', '1111'),
('496', 'Csénye', 'község', 'Vas', 'Sárvári', '1912', '707', '297'),
('497', 'Csenyéte', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '997', '415', '75'),
('498', 'Csép', 'község', 'Komárom-Esztergom', 'Kisbéri', '2004', '314', '154'),
('499', 'Csépa', 'község', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '2967', '1511', '842'),
('500', 'Csepreg', 'város', 'Vas', 'Kõszegi', '4954', '3313', '1300'),
('501', 'Csér', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '293', '26', '22'),
('502', 'Cserdi', 'község', 'Baranya', 'Szentlõrinci', '646', '385', '152'),
('503', 'Cserénfa', 'község', 'Somogy', 'Kaposvári', '1775', '224', '85'),
('504', 'Cserépfalu', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '4465', '1003', '613'),
('505', 'Cserépváralja', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1462', '325', '219'),
('506', 'Cserháthaláp', 'község', 'Nógrád', 'Balassagyarmati', '1047', '350', '175'),
('507', 'Cserhátsurány', 'község', 'Nógrád', 'Balassagyarmati', '1880', '733', '364'),
('508', 'Cserhátszentiván', 'község', 'Nógrád', 'Pásztói', '1066', '100', '128'),
('509', 'Cserkeszõlõ', 'község', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '3070', '2282', '1505'),
('510', 'Cserkút', 'község', 'Baranya', 'Pécsi', '667', '645', '223'),
('511', 'Csernely', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '2062', '690', '415'),
('512', 'Cserszegtomaj', 'község', 'Zala', 'Keszthelyi', '1260', '3416', '1342'),
